file_name,uni,wylie,url,dept,grade,char_len,audio_len,path,inf
STT_TT00014_00122.650-00124.450,འཕགས་པ་བྱམས་པའི་རྣམ་པར་ཐར་པ་ལས་ཀྱང་།  ,'phags pa byams pa'i rnam par thar pa las kyang /__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00014_00122.650-00124.450.wav,STT_TT,3,38,1.7999999999999972,wav16k/STT_TT00014_00122.650-00124.450.wav,འཕགས་པ་བྱམས་པའི་རྣམ་པར་ཐར་པ་ལས་ཀྱང་།
STT_TT00014_00125.950-00130.000,རིགས་ཀྱི་བུ་འདི་ལྟ་སྟེ། དཔེར་ན། རྡོ་རྗེ་རིན་པེ་ཆེ་ནི་ཆག་ཀྱང་གསེར་གྱི་རྒྱན་ ,rigs kyi bu 'di lta ste/_dper na/_rdo rje rin pe che ni chag kyang gser gyi rgyan _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00014_00125.950-00130.000.wav,STT_TT,3,75,4.049999999999997,wav16k/STT_TT00014_00125.950-00130.000.wav,རིགས་ཀྱི་བུ་འདི་ལྟ་སྟེ། དཔེར་ན་རྡོ་རྗེ་རིན་པོ་ཆེ་ནི་ཆག་ཀྱང་གསེར་གྱི་རྒྱན་
STT_TT00014_00130.300-00135.250,ཁྱད་པར་དུ་འཕགས་པ་ཐམས་ཅད་ཟིལ་གྱིས་གནོན་ཞིང་རྡོ་རྗེ་རིན་པོ་ཆེའི་མིང་ཡང་མི་འདོར་ལ་དབུལ་བ་ཐམས་ཅད་ཀྱང་རྣམ་པར་བཟློག་གོ།  ,khyad par du 'phags pa thams cad zil gyis gnon zhing rdo rje rin po che'i ming yang mi 'dor la dbul ba thams cad kyang rnam par bzlog go/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00014_00130.300-00135.250.wav,STT_TT,3,115,4.949999999999989,wav16k/STT_TT00014_00130.300-00135.250.wav,ཁྱད་པར་དུ་འཕགས་པ་ཐམས་ཅད་ཟིལ་གྱིས་གནོན་ཅིང་རྡོ་རྗེ་རིན་པོ་ཆེའི་མིང་ཡང་མི་འདོར་ལ་དབུལ་བ་ཐམས་ཅད་ཀྱང་རྣམ་པར་ཟློག་གོ།
STT_TT00014_00135.750-00137.200,རིགས་ཀྱི་བུ་དེ་བཞིན་དུ་ ,rigs kyi bu de bzhin du _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00014_00135.750-00137.200.wav,STT_TT,3,24,1.4499999999999886,wav16k/STT_TT00014_00135.750-00137.200.wav,རིགས་ཀྱི་བུ་དེ་བཞིན་དུ་
STT_TT00014_00137.550-00140.450,ཐམས་ཅད་མཁྱེན་པར་སེམས་བསྐྱེད་པའི་རྡོ་རྗེ་རིན་པོ་ཆེ་ ,thams cad mkhyen par sems bskyed pa'i rdo rje rin po che _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00014_00137.550-00140.450.wav,STT_TT,3,51,2.8999999999999773,wav16k/STT_TT00014_00137.550-00140.450.wav,ཐམས་ཅད་མཁྱེན་པར་སེམས་བསྐྱེད་པའི་རྡོ་རྗེ་རིན་པོ་ཆེ།
STT_TT00014_00140.700-00145.300,ནན་ཏན་དང་བྲལ་ཡང་ཉན་ཐོས་དང་རང་སངས་རྒྱས་ཀྱི་ཡོན་ཏན་གྱི་གསེར་གྱི་རྒྱན་ཐམས་ཅད་ཟིལ་གྱིས་གནོན་ཅིང་།  ,nan tan dang bral yang nyan thos dang rang sangs rgyas kyi yon tan gyi gser gyi rgyan thams cad zil gyis gnon cing /__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00014_00140.700-00145.300.wav,STT_TT,3,95,4.600000000000023,wav16k/STT_TT00014_00140.700-00145.300.wav,ནན་ཏན་དང་བྲལ་ཡང་ཉན་ཐོས་དང་རང་སངས་རྒྱས་ཀྱི་ཡོན་ཏན་གྱི་གསེར་གྱི་རྒྱན་ཐམས་ཅད་ཟིལ་གྱིས་གནོན་ཅིང་།
STT_TT00014_00145.650-00149.450,བྱང་ཆུབ་སེམས་པའི་མིང་ཡང་མི་དོར་ལ། འཁོར་བའི་དབུལ་བ་ཐམས་ཅད་ཀྱང་རྣམ་པར་ལྡོག་གོ།  ,byang chub sems pa'i ming yang mi dor la/_'khor ba'i dbul ba thams cad kyang rnam par ldog go/__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00014_00145.650-00149.450.wav,STT_TT,3,78,3.799999999999983,wav16k/STT_TT00014_00145.650-00149.450.wav,བྱང་ཆུབ་སེམས་དཔའི་མིང་ཡང་མི་འདོར་ལ་ འཁོར་བའི་དབུལ་བ་ཐམས་ཅད་ཀྱང་རྣམ་པར་ཟློག་གོ།
STT_TT00014_00150.100-00151.950,ཞེས་སྤྱོད་པ་ལ་མ་བསླབ་ཀྱང་ ,zhes spyod pa la ma bslab kyang _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00014_00150.100-00151.950.wav,STT_TT,3,26,1.8499999999999943,wav16k/STT_TT00014_00150.100-00151.950.wav,ཞེས་སྤྱོད་པ་ལ་མ་བསླབ་ཀྱང་
STT_TT00014_00152.800-00154.550,སེམས་འདི་ཡོད་ན་བྱང་ཆུབ་སེམས་དཔའ་སྲུང་བ་དང་།  ,sems 'di yod na byang chub sems dpa' srung ba dang /__,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00014_00152.800-00154.550.wav,STT_TT,3,45,1.75,wav16k/STT_TT00014_00152.800-00154.550.wav,སེམས་འདི་ཡོད་ན་བྱང་ཆུབ་སེམས་དཔའ་བསྲུངས་པ་དང་།
STT_TT00014_00155.350-00156.650,མགོན་པོ་ཀླུ་གྲུབ་ཀྱིས་ཀྱང་ ,mgon po klu grub kyis kyang _,https://d38pmlk0v88drf.cloudfront.net/wav16k/STT_TT00014_00155.350-00156.650.wav,STT_TT,3,27,1.3000000000000114,wav16k/STT_TT00014_00155.350-00156.650.wav,མགོན་པོ་ཀླུ་སྒྲུབ་ཀྱིས་ཀྱང་
